Name,Latitude,Longitude,Address,Access,Fee,Bidet,Source
Kusina sa Masa,9.3109327,123.2776365,,customers,no,no,OpenStreetMap (Commercial)
Kuya Fred's Beef Pares,9.3274571,123.2971191,,customers,no,no,OpenStreetMap (Commercial)
Kuya Tat's Banga Roasted Lechon Manok,9.3170624,123.2770767,,customers,no,no,OpenStreetMap (Commercial)
Kwikdel Trading Dumaguete,9.3046104,123.3087044,,customers,no,no,OpenStreetMap (Commercial)
Kōhī,9.3151361,123.3072399,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
LAZY CUP,9.314993,123.310333,"Brgy. Looc, Dumaguete City",customers,no,no,OpenStreetMap (Commercial)
LP Food Avenue,9.3018253,123.2978249,,customers,no,no,OpenStreetMap (Commercial)
La Essencia Cafe,9.3089384,123.3059388,,customers,no,no,OpenStreetMap (Commercial)
La Essencia Cafe (Hotel Essencia),9.30897,123.30567,,customers,no,yes,User Provided (Bidet List)
La Maison de Fleurs,9.3170722,123.3017853,,customers,no,no,OpenStreetMap (Commercial)
La Mensa Bar,9.32031,123.31028,,public/customers,unknown,yes,User Provided (Bidet List)
La Mensa Bar Lounge,9.3203894,123.3100319,N/A,customers,no,yes,User Provided (Bidet List v3)
La Mensa Italian Chophouse,9.3202773,123.310753,,customers,no,yes,OpenStreetMap (Commercial)
La Tienda,9.3272305,123.3027508,,customers,no,no,OpenStreetMap (Commercial)
Lab-as,9.320876,123.3123692,,customers,no,no,OpenStreetMap (Commercial)
Laea Laundry,9.305941,123.301385,,customers,no,no,OpenStreetMap (Commercial)
Land Bank Lending Center,9.3082393,123.3056659,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Landbank,9.3082156,123.3056741,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Landbank,9.3079994,123.3072391,,customers,no,no,OpenStreetMap (Commercial)
Landbank,9.3206848,123.3014287,Eduardo J. Blanco Drive,customers,no,no,OpenStreetMap (Commercial)
Lantaw Restaurant,9.3213724,123.3121947,,customers,no,no,OpenStreetMap (Commercial)
Laundry Basket Station,9.3102425,123.3074725,,customers,no,no,OpenStreetMap (Commercial)
Le Chalet,9.307413,123.3097513,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Leah T's Store,9.3208251,123.2949734,,customers,no,no,OpenStreetMap (Commercial)
Lechon Manok,9.3076801,123.2962558,,customers,no,no,OpenStreetMap (Commercial)
Lechon Manok ni Sr. Pedro,9.3046409,123.3083075,,customers,no,no,OpenStreetMap (Commercial)
Lee Plaza Supermarket,9.3079834,123.3070575,,customers,no,no,OpenStreetMap (Commercial)
Lee Super Plaza,9.3077402,123.3070858,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Lee Super Plaza Restrooms,9.3094,123.3077,"Perdices St, Dumaguete City",public,no,no,Manual Research
Levi's,9.3079127,123.3072391,,customers,no,no,OpenStreetMap (Commercial)
Levi's,9.2983766,123.3041657,,customers,no,no,OpenStreetMap (Commercial)
Liffel's Hobbies Box,9.3060461,123.3017843,,customers,no,no,OpenStreetMap (Commercial)
Lighthouse Point Hotel Lobby,9.32623,123.30683,,public/customers,unknown,yes,User Provided (Bidet List)
Liquid Flask,9.3229979,123.3118448,,customers,no,no,OpenStreetMap (Commercial)
Little Dodong,9.3258022,123.3112318,,customers,no,no,OpenStreetMap (Commercial)
Llaollao Boulevard,9.30928,123.30928,,public,unknown,yes,User Provided (Bidet List)
Lofa Vulcanizing Shop,9.3168743,123.3122186,,customers,no,no,OpenStreetMap (Commercial)
Lopenas Store,9.3165082,123.301473,,customers,no,no,OpenStreetMap (Commercial)
Lorenzo's Steak en Deli (Don Atilano),9.32165,123.3073,,public/customers,unknown,yes,User Provided (Bidet List)
Lourdes Teves' Painitan,9.305497,123.3064189,,customers,no,no,OpenStreetMap (Commercial)
Lozada Pegeir Fashion Shop,9.3083585,123.3065232,,customers,no,no,OpenStreetMap (Commercial)
Lurbelle_88 Internet Cafe,9.3062917,123.299293,Doctor Miciano Road,customers,no,no,OpenStreetMap (Commercial)
M & J Lugawan,9.3116838,123.2990486,,customers,no,no,OpenStreetMap (Commercial)
M Lhuillier,9.304571,123.308057,,customers,no,no,OpenStreetMap (Commercial)
M Lhuillier,9.3215895,123.2995224,,customers,no,no,OpenStreetMap (Commercial)
M Lhuillier,9.3007156,123.2973782,,customers,no,no,OpenStreetMap (Commercial)
M Lhuillier,9.2994208,123.3061479,,customers,no,no,OpenStreetMap (Commercial)
M Lhuillier,9.3093824,123.3077642,San Juan Street,customers,no,no,OpenStreetMap (Commercial)
M Lhuillier,9.3056072,123.3054319,Independencia Street,customers,no,no,OpenStreetMap (Commercial)
M Lhuillier,9.3040269,123.306539,,customers,no,no,OpenStreetMap (Commercial)
M.Y. Hotel,9.30915,123.30524,,customers,no,yes,OpenStreetMap (Commercial)
MARJORIES,9.3106621,123.3050043,,customers,no,no,OpenStreetMap (Commercial)
MLhuillier,9.3262954,123.2978242,,customers,no,no,OpenStreetMap (Commercial)
MR.DIY,9.3037318,123.3059087,,customers,no,no,OpenStreetMap (Commercial)
MR.DIY,9.3091292,123.3074933,Governor M. F. Perdices,customers,no,no,OpenStreetMap (Commercial)
Maane Beauty Salon,9.3059224,123.3019967,,customers,no,no,OpenStreetMap (Commercial)
Macao Imperial Tea,9.2987677,123.3033047,,customers,no,no,OpenStreetMap (Commercial)
Mactan Bank,9.3065513,123.2984253,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Mad Monkey Dumaguete,9.31948,123.31085,N/A,customers,no,yes,User Provided (Bidet List v3)
Mae Beauty Salon and Spa,9.2916557,123.2713331,,customers,no,no,OpenStreetMap (Commercial)
Mae's Mart,9.33147,123.30473,,customers,no,no,OpenStreetMap (Commercial)
Mag Atchan's Toccino,9.3066635,123.3018636,Dr. Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Main Library,9.3052663,123.3005853,,public,no,no,OpenStreetMap (Commercial)
Mala King,9.30871,123.30808,,public/customers,unknown,yes,User Provided (Bidet List)
Mama Ning's Store,9.3212189,123.3069967,,customers,no,no,OpenStreetMap (Commercial)
Mama Ning's Store,9.3211869,123.3070004,,customers,no,no,OpenStreetMap (Commercial)
Mameng's Painitan,9.3055486,123.3064117,,customers,no,no,OpenStreetMap (Commercial)
Manang Pina's Budbud,9.3052489,123.30642,,customers,no,no,OpenStreetMap (Commercial)
Mandarin,9.304613,123.3062738,,customers,no,no,OpenStreetMap (Commercial)
Mandaue Foam,9.3005495,123.2976624,Jose Romero Road,customers,no,no,OpenStreetMap (Commercial)
Mang Inasal,9.2985615,123.3031205,,customers,no,no,OpenStreetMap (Commercial)
Mang Inasal,9.3233702,123.2985207,,customers,no,no,OpenStreetMap (Commercial)
Mang Inasal,9.3067501,123.3055034,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Mang Kaloy,9.3221206,123.3069299,,customers,no,no,OpenStreetMap (Commercial)
Mang Kaloy,9.3242518,123.3117082,,customers,no,no,OpenStreetMap (Commercial)
Mangnao Wet Market,9.293379,123.2987823,,public,no,no,OpenStreetMap (Commercial)
Mangnao-Canal Barangay Hall,9.2937641,123.2988235,Lamberto Macias Avenue,public,no,no,OpenStreetMap (Commercial)
Manhattan Suites Inn,9.2993461,123.303817,Governor Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Manila Teacher's Mutual Aid System Incorporation,9.306687,123.300562,N/A,customers,no,yes,User Provided (Bidet List v3)
Marah's Store,9.3060441,123.3018483,Doctor Miciano Road,customers,no,no,OpenStreetMap (Commercial)
Mari Ricci Gowns and Tuxedos,9.3082755,123.3063901,,customers,no,no,OpenStreetMap (Commercial)
Maria Theresa Pharmacy,9.3068345,123.3065971,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Marina Spatial,9.32168,123.31154,N/A,customers,no,yes,User Provided (Bidet List v3)
Marjories,9.3100614,123.3058559,,customers,no,no,OpenStreetMap (Commercial)
Markim Laundry Shop,9.30592,123.3017026,Doctor Miciano Road,customers,no,no,OpenStreetMap (Commercial)
Mart Filipino Korean Grocery,9.3119275,123.3081005,,customers,no,no,OpenStreetMap (Commercial)
Massive Munchies,9.3070688,123.3088719,,customers,no,no,OpenStreetMap (Commercial)
Master Siomai,9.3234496,123.2976102,,customers,no,no,OpenStreetMap (Commercial)
Max's Restaurant,9.3077035,123.3096353,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
McDonald's,9.3226952,123.299055,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
McDonald's,9.3084214,123.3077245,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
McDonald's (Business Park/Calindagan),9.29854,123.30412,,customers,no,yes,User Provided (Bidet List)
McDonald's (Downtown Perdices),9.30794,123.30801,,customers,no,yes,User Provided (Bidet List)
McDonald's (North Road/Daro),9.32215,123.29985,,customers,no,yes,User Provided (Bidet List)
McDonald's Dumaguete Business Park,9.299812,123.306438,N/A,public,no,yes,User Provided (Bidet List v3)
McDonald's Dumaguete Downtown,9.308488,123.307766,N/A,customers,no,yes,User Provided (Bidet List v3)
McDonald's Dumaguete Real Street (North Road/Daro),9.322812,123.299312,N/A,customers,no,yes,User Provided (Bidet List v3)
Medical Clinic,9.3045135,123.3007651,Colon Extention,customers,no,no,OpenStreetMap (Commercial)
Mediking Drug Store,9.3172248,123.3027769,Doctor Venancio I. Aldecoa Sr. Drive,customers,no,no,OpenStreetMap (Commercial)
Mediterranean Food Corner,9.3086487,123.3088482,Santa Catalina Street,customers,no,no,OpenStreetMap (Commercial)
Mels Cafe,9.3072464,123.3087959,,customers,no,no,OpenStreetMap (Commercial)
Meltin' Pot,9.3198402,123.3072419,,customers,no,no,OpenStreetMap (Commercial)
Meltin' Pot,9.3034468,123.306645,Mabini Street,customers,no,no,OpenStreetMap (Commercial)
Mercury Drug,9.3044562,123.3066521,Senator Lorenzo G. Teves Street,customers,no,no,OpenStreetMap (Commercial)
Mercury Drug,9.2994109,123.3036911,Governor Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Mercury Drug,9.3207004,123.2999511,,customers,no,no,OpenStreetMap (Commercial)
Mercury Drug,9.3104542,123.3073397,Silliman Avenue,customers,no,no,OpenStreetMap (Commercial)
Merlinda's Tocinohan,9.3206549,123.2952749,,customers,no,no,OpenStreetMap (Commercial)
Metrobank,9.3071143,123.3064866,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Metrobank,9.3065608,123.3053596,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Metrobank,9.3138167,123.3035185,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Mi Department Store,9.3233417,123.2981099,,customers,no,no,OpenStreetMap (Commercial)
Mia Saver Ticketing Services,9.3045178,123.3020247,,customers,no,no,OpenStreetMap (Commercial)
Micro Valley,9.3068758,123.3073354,,customers,no,no,OpenStreetMap (Commercial)
Micro Valley Computer Shop,9.3070327,123.3074745,,customers,no,no,OpenStreetMap (Commercial)
Mifune,9.3083012,123.3088536,Santa Catalina Street,customers,no,no,OpenStreetMap (Commercial)
Miguelitos Avocado Locco,9.2989327,123.3035479,,customers,no,no,OpenStreetMap (Commercial)
Mini Mart,9.3072451,123.3057544,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Mini Me,9.3063407,123.2976007,Larena Drive,customers,no,no,OpenStreetMap (Commercial)
Minimik,9.3105081,123.3069487,,customers,no,no,OpenStreetMap (Commercial)
Miniso,9.3079732,123.3086539,San Jose Street,customers,no,no,OpenStreetMap (Commercial)
Mom's Medical Clinical Laboratory,9.3041816,123.3084376,Acias Pinili Street,customers,no,no,OpenStreetMap (Commercial)
Mommy Ying,9.3113711,123.3059674,,customers,no,no,OpenStreetMap (Commercial)
Montenegro Shipping,9.3134468,123.3094658,Flores Avenue,customers,no,no,OpenStreetMap (Commercial)
Moon Mart,9.3167616,123.3070487,,customers,no,no,OpenStreetMap (Commercial)
Moriah Pension,9.31894,123.30133,,public/customers,unknown,yes,User Provided (Bidet List)
Motong Barangay Hall,9.3178486,123.2900006,Larena Drive,public,no,no,OpenStreetMap (Commercial)
Motorline,9.3040752,123.3066154,Acias Pinili Street,customers,no,no,OpenStreetMap (Commercial)
Mr. Labandero,9.3063618,123.2975673,Larena Drive,customers,no,no,OpenStreetMap (Commercial)
Mr. Sizzlers,9.3103686,123.3087443,,customers,no,no,OpenStreetMap (Commercial)
Mr. Sizzlers,9.3224787,123.3120586,,customers,no,no,OpenStreetMap (Commercial)
Mr. Yu Finance Corporation,9.3065609,123.2985152,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Muma,9.3105754,123.3072228,,customers,no,no,OpenStreetMap (Commercial)
Museo Vicente,9.3055003,123.3005686,Dr. Miciano Road,public,no,no,OpenStreetMap (Commercial)
My Home Depot Jr.,9.2898767,123.2968125,,customers,no,no,OpenStreetMap (Commercial)
My Laundry,9.3167465,123.3015718,,customers,no,no,OpenStreetMap (Commercial)
Myprime Internet Cafe,9.3082101,123.3072054,,customers,no,no,OpenStreetMap (Commercial)
NF Motorparts,9.3112226,123.3047853,,customers,no,no,OpenStreetMap (Commercial)
NRU Trading,9.2997169,123.3077876,,customers,no,no,OpenStreetMap (Commercial)
Naah Choose,9.3159669,123.3007133,,customers,no,no,OpenStreetMap (Commercial)
NanoTech,9.3057544,123.300961,,customers,no,no,OpenStreetMap (Commercial)
National Museum of the Philippines - Dumaguete,9.3051766,123.3093638,,public,no,no,OpenStreetMap (Commercial)
Natividad's Painitan,9.3056353,123.3064123,,customers,no,no,OpenStreetMap (Commercial)
Natura Spa,9.3214132,123.3079049,,customers,no,no,OpenStreetMap (Commercial)
Negros Oriental Library Hub,9.313339,123.3016615,,public,no,no,OpenStreetMap (Commercial)
Negros Oriental Provincial Capitol,9.3128656,123.3019874,Kagawasan Avenue,customers,no,no,OpenStreetMap (Commercial)
Negros Oriental Travel and Tour Service,9.3083965,123.306522,,customers,no,no,OpenStreetMap (Commercial)
Negros Oriental Travel and Tours,9.3083036,123.3064985,,customers,no,no,OpenStreetMap (Commercial)
Nerio Grapa Hair and Makeup,9.3093904,123.3078018,,customers,no,no,OpenStreetMap (Commercial)
Net Solutions,9.310086,123.3074796,,customers,no,no,OpenStreetMap (Commercial)
Neva's Pizza,9.319546,123.3072968,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
New Bian Yek Commercial Inc,9.306766,123.3057448,,customers,no,no,OpenStreetMap (Commercial)
New Sacred Heart Pharmacy,9.3218466,123.2994974,,customers,no,no,OpenStreetMap (Commercial)
Nike,9.3078686,123.3073916,,customers,no,no,OpenStreetMap (Commercial)
Nip & Nosh,9.2977416,123.3045013,,customers,no,no,OpenStreetMap (Commercial)
Nissan Dumaguete,9.2878589,123.2954133,Lamberto Macias Avenue,customers,no,no,OpenStreetMap (Commercial)
Niz Pal Fresh Egg,9.3161328,123.2912165,,customers,no,no,OpenStreetMap (Commercial)
Noelle West Bridals,9.3005216,123.3077171,,customers,no,no,OpenStreetMap (Commercial)
North Kennel,9.3068419,123.2999334,,customers,no,no,OpenStreetMap (Commercial)
Novo Department Store,9.3077105,123.3075254,,customers,no,no,OpenStreetMap (Commercial)
Ns Dumaguete,9.3016449,123.3043294,,customers,no,no,OpenStreetMap (Commercial)
Nu Bakery,9.3045499,123.3025423,,customers,no,no,OpenStreetMap (Commercial)
Nuat Thai Footand Body Massage,9.3042167,123.3081478,,customers,no,no,OpenStreetMap (Commercial)
Nurse Jin's Skin Care SPA,9.3056853,123.3009588,,customers,no,no,OpenStreetMap (Commercial)
OHL Trading,9.3045976,123.3068968,,customers,no,no,OpenStreetMap (Commercial)
OK Mart,9.3099537,123.3076853,,customers,no,no,OpenStreetMap (Commercial)
OK Pension House,9.3035632,123.3081378,Santa Rosa Street,customers,no,no,OpenStreetMap (Commercial)
OK Photo Shop,9.309978,123.3074817,,customers,no,no,OpenStreetMap (Commercial)
Obdulia's Business Inn,9.3044164,123.3075904,Senator Lorenzo G. Teves Street,customers,no,no,OpenStreetMap (Commercial)
Ocean Jet,9.3128356,123.309465,Flores Avenue,public,yes,no,Manual Research
Octagon Computer Store,9.3040787,123.3077758,,customers,no,no,OpenStreetMap (Commercial)
Octagon Hardware,9.3034569,123.3064746,,customers,no,no,OpenStreetMap (Commercial)
Odyssey Motors,9.3036496,123.3066096,"Sta. Rosa St., Dumaguete City",customers,no,no,OpenStreetMap (Commercial)
Oil Man auto Center,9.3036674,123.3070276,,customers,no,no,OpenStreetMap (Commercial)
Omigush Dapper Dandy,9.3199519,123.3072407,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
On-Line Trading,9.3060984,123.3049225,Jose Pro Teves Street,customers,no,no,OpenStreetMap (Commercial)
One Bethany Place,9.3209409,123.3043779,,customers,no,no,OpenStreetMap (Commercial)
One Bethany Restaurant and Coffee Shop,9.3209302,123.3042381,,customers,no,no,OpenStreetMap (Commercial)
Opeña's Restaurant,9.3119229,123.3079889,,customers,no,no,OpenStreetMap (Commercial)
Opsimas,9.3086709,123.3056547,,customers,no,no,OpenStreetMap (Commercial)
Optimum Pension House,9.314563,123.304063,,customers,no,yes,OpenStreetMap (Commercial)
Orient Wind Travel & Tours,9.321043,123.3123609,Flores Avenue,customers,no,no,OpenStreetMap (Commercial)
Orientwind Tours,9.320976,123.3122717,,customers,no,no,OpenStreetMap (Commercial)
Orientwind Travel & Tour,9.3063198,123.3100505,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Oro Holiday Appliance Center,9.3088958,123.3064874,,customers,no,no,OpenStreetMap (Commercial)
Outdoor Massage in Dumaguete,9.3040678,123.3112535,Dumaguete Pantawan 2 (Dos),customers,no,no,OpenStreetMap (Commercial)
Overdose,9.3099501,123.3049349,Silliman Avenue,customers,no,no,OpenStreetMap (Commercial)
PBCom,9.2994006,123.3035711,Governor Perdices Street,customers,no,no,OpenStreetMap (Commercial)
PCSO Lotto,9.3014098,123.3041965,Lamberto Macias Avenue,customers,no,no,OpenStreetMap (Commercial)
PCSO Lotto,9.3030513,123.3056899,,customers,no,no,OpenStreetMap (Commercial)
PCSO Lotto,9.3180008,123.3010862,,customers,no,no,OpenStreetMap (Commercial)
PCSO LottoOutlet Calderon,9.3111922,123.2939993,,customers,no,no,OpenStreetMap (Commercial)
PCSO LottoOutlet MLim,9.3066585,123.3047197,,customers,no,no,OpenStreetMap (Commercial)
PCSO LottoOutlet NHinaut,9.3085379,123.2957001,,customers,no,no,OpenStreetMap (Commercial)
PDS Print Design Solutions,9.3107325,123.3043885,San Lorenzo Ruiz Street,customers,no,no,OpenStreetMap (Commercial)
PNB,9.2994175,123.3037499,Governor Perdices Street,customers,no,no,OpenStreetMap (Commercial)
PNB,9.3099555,123.305634,,customers,no,no,OpenStreetMap (Commercial)
PNB,9.3066873,123.3062997,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
POs Marketing,9.3071255,123.3075545,,customers,no,no,OpenStreetMap (Commercial)
PROTECH Service Center,9.2921437,123.2979947,,customers,no,no,OpenStreetMap (Commercial)
PSBank,9.3069612,123.305963,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
PVL Suites,9.317438,123.303313,,customers,no,yes,OpenStreetMap (Commercial)
Pagars Laundry Shop,9.3211221,123.3034524,,customers,no,no,OpenStreetMap (Commercial)
Paklayan,9.3238651,123.2990825,,customers,no,no,OpenStreetMap (Commercial)
Pala Pala Sea Food Restaurant,9.3042908,123.3103628,,customers,no,no,OpenStreetMap (Commercial)
Palawan Pawn Shop,9.298791,123.3023952,,customers,no,no,OpenStreetMap (Commercial)
Palawan Pawnshop,9.3055921,123.3051621,,customers,no,no,OpenStreetMap (Commercial)
Palawan Pawnshop,9.3082254,123.3080202,,customers,no,no,OpenStreetMap (Commercial)
Palawan Pawnshop,9.3065374,123.2985289,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Palawan Pawnshop,9.3036875,123.3061263,,customers,no,no,OpenStreetMap (Commercial)
Palawan Pawnshop,9.3132388,123.3038514,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Palawan Pawnshop,9.3101851,123.3069622,Silliman Avenue,customers,no,no,OpenStreetMap (Commercial)
Palawan Pawnshop,9.3134733,123.309585,Flores Avenue,customers,no,no,OpenStreetMap (Commercial)
Palawan Pawnshop,9.321932,123.2994715,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Palawan Pawnshop,9.3262699,123.2976005,,customers,no,no,OpenStreetMap (Commercial)
"Pamela""s Pension House",9.3171866,123.3073244,,customers,no,no,OpenStreetMap (Commercial)
Panie's Fastfood,9.3074241,123.3064875,Maria Cristina Street,customers,no,no,OpenStreetMap (Commercial)
Panoy Barber Shop,9.3210542,123.3071915,,customers,no,no,OpenStreetMap (Commercial)
Pantawan People's Park Restrooms,9.3126,123.3106,"Rizal Boulevard, Dumaguete City",public,no,no,Manual Research
Panyang Store,9.302456,123.3014765,,customers,no,no,OpenStreetMap (Commercial)
Panying's Flower Shop,9.304635,123.308516,,customers,no,no,OpenStreetMap (Commercial)
Papalaba Laundry Service,9.2966781,123.3012085,Lamberto Macias Avenue,customers,no,no,OpenStreetMap (Commercial)
Partosa Commercial,9.3055427,123.3047908,Independencia Street,customers,no,no,OpenStreetMap (Commercial)
Pascual Jewelry Repair Shop,9.3056942,123.3064071,,customers,no,no,OpenStreetMap (Commercial)
Pasta King,9.3264516,123.3093882,,customers,no,no,OpenStreetMap (Commercial)
Pay Per Wrap,9.3085463,123.3063306,,customers,no,no,OpenStreetMap (Commercial)
Pelaez,9.3158232,123.308448,Don Carlos A. Gothong Sr. Avenue,customers,no,no,OpenStreetMap (Commercial)
Penshoppe,9.297965,123.3039773,,customers,no,no,OpenStreetMap (Commercial)
Peoples Choice Pharmacy,9.3063967,123.3065059,,customers,no,no,OpenStreetMap (Commercial)
Pepper Lunch,9.3226286,123.2988305,,customers,no,no,OpenStreetMap (Commercial)
Pest Science,9.304546,123.3014049,,customers,no,no,OpenStreetMap (Commercial)
Petron Gasul,9.3058723,123.3017594,,customers,no,no,OpenStreetMap (Commercial)
Petron Gasul,9.3083221,123.3052213,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Pharmacia Mamita,9.3171591,123.3035345,Doctor Venancio I. Aldecoa Sr. Drive,customers,no,no,OpenStreetMap (Commercial)
Philippine Business Bank,9.3042155,123.3078874,,customers,no,no,OpenStreetMap (Commercial)
Philippine Span Asia Carrier Corporation,9.3045054,123.3068898,,customers,no,no,OpenStreetMap (Commercial)
Philtrust Bank,9.310163,123.3051884,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Piapi Deli,9.321263,123.3103508,N/A,customers,no,yes,User Provided (Bidet List v3)
Pick Wash,9.3057777,123.3021981,,customers,no,no,OpenStreetMap (Commercial)
Pick and Carry,9.3089075,123.3075058,,customers,no,no,OpenStreetMap (Commercial)
Pick and Carry Cellphone Shop,9.3012415,123.3079509,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Pickup Coffee,9.2990221,123.3030188,,customers,no,no,OpenStreetMap (Commercial)
Pika-Chu Office and Supplies Trading,9.3102003,123.3070479,,customers,no,no,OpenStreetMap (Commercial)
Pinspired Souvenir shop,9.3059547,123.3102093,,customers,no,no,OpenStreetMap (Commercial)
Plaza Maria Luisa Suites Inn,9.30651,123.30818,,customers,no,yes,OpenStreetMap (Commercial)
Poblacion 1 Barangay Hall,9.3032153,123.3110974,Rizal Boulevard,public,no,no,OpenStreetMap (Commercial)
Poblacion 3 Barangay Hall,9.3048359,123.3082558,Senator Lorenzo G. Teves Street,public,no,no,OpenStreetMap (Commercial)
Poblacion 4 Barangay Hall,9.30642,123.3095311,Bishop Epifanio B. Surban Street,public,no,no,OpenStreetMap (Commercial)
Poblacion 7 Barangay Hall,9.3082713,123.3046569,Jose Pro Teves Street,public,no,no,OpenStreetMap (Commercial)
Polaris Power Engineering,9.3101811,123.3041826,Silliman Avenue Extension,customers,no,no,OpenStreetMap (Commercial)
Popolo Pizzeria,9.3275723,123.3105624,North Boulevard,customers,no,no,OpenStreetMap (Commercial)
Post Bakery,9.3065054,123.3055243,,customers,no,no,OpenStreetMap (Commercial)
Potato Corner,9.3077865,123.3095528,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Potato Corner,9.3228825,123.3118704,,customers,no,no,OpenStreetMap (Commercial)
Potato Corner,9.3113876,123.305751,,customers,no,no,OpenStreetMap (Commercial)
Power Mac Center,9.3222705,123.3119006,,customers,no,no,OpenStreetMap (Commercial)
Precious Ren,9.308347,123.2917397,,customers,no,no,OpenStreetMap (Commercial)
Premium Harware,9.3037586,123.3075123,,customers,no,no,OpenStreetMap (Commercial)
PremiumBikes Dumaguete,9.3172364,123.3013387,,customers,no,no,OpenStreetMap (Commercial)
PriMed Drugmart,9.3036422,123.3066443,"Sta. Rosa St., Dumaguete City",customers,no,no,OpenStreetMap (Commercial)
Prime Bar & Nightclub,9.3084994,123.3092121,Noblefranca,customers,no,no,OpenStreetMap (Commercial)
Princess Abigail Store,9.2916465,123.269398,,customers,no,no,OpenStreetMap (Commercial)
Producers Bank,9.3038409,123.3077703,,customers,no,no,OpenStreetMap (Commercial)
Public Restroom near Amigo Street,9.3202114,123.3102208,"Amigo Street, Dumaguete, Negros Oriental",public,unknown,no,OpenStreetMap
Public Restroom near Claytown Road,9.3175431,123.2950808,"Claytown Road, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Doctor Eduardo Miciano Road,9.3059476,123.3000873,"Doctor Eduardo Miciano Road, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Doctor Eduardo Miciano Road,9.3052662,123.299752,"Doctor Eduardo Miciano Road, Dumaguete, Negros Oriental",customers,unknown,no,OpenStreetMap
Public Restroom near Doltz Road,9.3154403,123.306585,"Doltz Road, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Dumaguete Business Park Road 2,9.2979011,123.3053152,"Dumaguete Business Park Road 2, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Flores Avenue Extension,9.3226419,123.3120605,"Flores Avenue Extension, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Flores Avenue Extension,9.3236161,123.3114104,"Flores Avenue Extension, Dumaguete, Negros Oriental",permissive,no,no,OpenStreetMap
Public Restroom near Hibbard Avenue,9.3176731,123.3072093,"Hibbard Avenue, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Hibbard Avenue,9.3261293,123.3065864,"Hibbard Avenue, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Kagawasan Avenue,9.3137496,123.3026573,"Kagawasan Avenue, Dumaguete, Negros Oriental",public,yes,no,OpenStreetMap
Public Restroom near Katada Street,9.3119764,123.3078402,"Katada Street, Dumaguete, Negros Oriental",public,unknown,no,OpenStreetMap
Public Restroom near L. Rovira East Road,9.3276747,123.3100683,"L. Rovira East Road, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Lamberto Macias Avenue,9.2985638,123.3041599,"Lamberto Macias Avenue, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Opal Street,9.3189518,123.3002593,"Opal Street, Dumaguete, Negros Oriental",customers,unknown,no,OpenStreetMap
Public Restroom near Saint Paul Street,9.3223092,123.2960591,"Saint Paul Street, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
